Name,Geburtsjahr,Todesjahr,Konfession,Biographie,Vorkommen,Varianten,Autor von,Anfangsjahr,Schlussjahr,Ist Mitglied von,Kategorien,Kommentar,Urheber von,Mitglieder,Dargestellt in,Literatur,Externe Ressourcen
Maria Renata von Bayern,1616,1630,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mathilde von Bayern,1588,1634,katholisch,,,Mechthildis von Leuchtenberg,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Bayern,ca. 1275,1319,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Bayern,1532,1565,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sabina von Bayern,1492,1564,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sibylle von Bayern,1489,1519,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sidonie von Bayern,1488,1505,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophia von Bayern,1236,1289,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie von Bayern,1170,1238,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie von Bayern,1376,1428,katholisch,,,,,,,,,,,,,", S. 734",Gemeinsame Normdatei (GND):
Susanne von Bayern,1499,1500,katholisch,,,,,,,,,,,,,", S. 8",Gemeinsame Normdatei (GND):
Susanne von Bayern,1502,1543,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Theodor von Bayern,1526,1534,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Jakob Bayr,1574,1628,protestantisch,,,,,,,,,,,,,",",Union List of Artist Names (ULAN):
Hieronymus Bechler,1570,1620,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hieronymus Beck,1525,1596,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johannes Beck,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Behaim,1562,1624,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Paulus Behaim von Schwarzbach,1557,1621,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Sebald Beham,1500,1550,katholisch,,,,,,,,,,,,,", Bd. 1, S. 372",Sandrart.net:
Hugold von Behr,1573,1620,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Béla IV., König (Ungarn)",1206,1270,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Béla V., König (Ungarn)",1261,1312,christlich allgemein,,,,,,,,,,,,,", S. 567",Gemeinsame Normdatei (GND):
Christian von Bellin,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Claus von Below auf Klink,,,protestantisch,,,,,,,,,,,,,,
"Benedikt XII., Papst",ca. 1285,1342,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Benno, Heiliger",ca. 1010,zwischen 1105 und 1107,katholisch,,,,,,,,,,,,,", S. 61–68",Gemeinsame Normdatei (GND):
"Berchtold, Graf (Scheyern)",ca. 930,ca. 982,katholisch,,,,,,,,,,,,,", Nr. 20",Gemeinsame Normdatei (GND):
Johann Baptist Berchtold,ca. 1575,1629,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Berchtold,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Stephan Berchtold,ca. 1568,1613,protestantisch,,,,,,,,,,,,,,
Rudolph von Berckheim,,,keine Angabe,,,,,,,,,,,,,,
Michael vom Berg,1566,1618,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von dem Bergh,1581,1614,protestantisch,,,,,,,,,,,,,", S. 119–130",Gemeinsame Normdatei (GND):
Friedrich IV. von dem Bergh,1559,1618,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Dietrich von Beringhausen,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Adam Gottfried Berka von Dubá und Lipa,1594,1626,protestantisch,,,,,,,,,,,,,", S. 342",Gemeinsame Normdatei (GND):
Agnes Bernauer,ca. 1410,1435,katholisch,,,,,,,,,,,,,", S. 63",Gemeinsame Normdatei (GND):
Andreas von Bernerdin zum Perenthurn,1582,1657,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bernhard, König (Italien)",ca. 797,818,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bernhard, Graf (Lengenfeld)",,,katholisch,,,,,,,,,,,,,", S. 505ff.",
"Bernhard I., Markgraf (Baden)",1364,1431,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Bernhard I., Graf (Scheyern)",,ca. 1104,katholisch,,,,,,,,,,,,,", S. 31",Gemeinsame Normdatei (GND):
"Bernhard I., Graf (Senlis)",ca. 845,ca. 893,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bernhard II., Graf (Scheyern)",,,katholisch,,,,,,,,,,,,,", S. 31",Gemeinsame Normdatei (GND):
"Bernhard II., Fürst (Werle)",ca. 1320,1382,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bernhard III., Markgraf (Baden)",1474,1536,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Tobias Bernhard,ca. 1578,1621,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 224, Nr. 603 (Susanne Netzer)",Gemeinsame Normdatei (GND):
"Bernhard von Clairvaux, Heiliger",ca. 1090,1153,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wolf von Berstadt,,,keine Angabe,,,,,,,,,,,,,,
"Bertha, Königin (Frankenreich)",ca. 725,783,katholisch,,,,,,,,,,,,,", S. 56",Gemeinsame Normdatei (GND):
"Berthold, Herzog (Bayern)",,ca. 947,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Berthold von Zollern, Bischof (Eichstätt)",ca. 1295,1383,katholisch,,,,,,,,,,,,,", S. 167–173",Gemeinsame Normdatei (GND):
"Berthold IV., Markgraf (Istrien)",,1204,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bertholdus, literarische Gestalt",,,keine Angabe,,,,,,,,,,,,,,
Berthraid,ca. 802,,katholisch,,,,,,,,,,,,,", S. 258",Gemeinsame Normdatei (GND):
Johann Georg Bertram,,,keine Angabe,,,,,,,,,,,,,",",
Basilius Besler,1561,1629,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Barbara Besserer,,,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Besserer,ca. 1430,1510,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Reinhard Friedrich von Bettendorf,,1648,protestantisch,,,,,,,,,,,,,,
Gerhard Bien,,,keine Angabe,,,,,,,,,,,,,", hier S. 228, Anm. 125",Gemeinsame Normdatei (GND):
Wilhelm Bienner,ca. 1585,1651,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Dietrich Biesterfeld,,1623,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Friedrich Kasimir Blarer von Geyersberg,,,protestantisch,,,,,,,,,,,,,",",
Johann Konrad Blarer von Geyersberg,,,protestantisch,,,,,,,,,,,,,", S. 101",Gemeinsame Normdatei (GND):
Blarer von Wartensee (Familie),,,,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jacques de Blavier,ca. 1572,1647,katholisch,,,,,,,,,,,,,", hier S. 2",Gemeinsame Normdatei (GND):
"Boas, biblische Person",,,christlich allgemein,,,,,,,,,,,,,", S. 279",Gemeinsame Normdatei (GND):
Giovanni Boccaccio,1313,1375,christlich allgemein,,,,,,,,,,,,,,Sandrart.net:
Arnold von Bocholtz,1561,1632,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Andreas Bock,,,keine Angabe,,,,,,,,,,,,,,
Ernst Bock,,,keine Angabe,,,,,,,,,,,,,,
"Nicolas Bodin, seigneur de Montguichet",,1621,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Klaus Friedrich Boecklin von Boecklinsau,1580,1658,protestantisch,,,,,,,,,,,,,", S. 296",
Engelbert von Bönninghausen,ca. 1566,1622,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Anicius Manlius Severinus Boethius,ca. 480,ca. 524,andere,,,,,,,,,,,,,,Sandrart.net:
"Bogislaw IV., Herzog (Pommern-Wolgast)",,1309,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Bogislaw VI., Herzog (Pommern-Wolgast)",ca. 1350,1393,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bogislaw VII., Herzog (Pommern-Stettin)",ca. 1355,1404,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bogislaw VIII., Herzog (Pommern-Stolp)",zwischen 1363 und 1368,1418,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Bogislaw XIII., Herzog (Pommern)",1544,1606,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Bogislaw XIV., Herzog (Pommern-Stettin)",1580,1637,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Bonacker, Brüder",,,,,,,,,,,,,,,,",",
Bonagratia de Bergamo,ca. 1265,1340,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jacques Bongars,1554,1612,protestantisch,,,,,,,,,,,,,", S. 93–98 (mit weiterer Literatur)",Gemeinsame Normdatei (GND):
Adolf von dem Bongart zu Heyden,,1631,keine Angabe,,,,,,,,,,,,,", S. 47–48",Gemeinsame Normdatei (GND):
"Bonifatius, Heiliger, Erzbischof (Mainz)",ca. 673,zwischen 754 und 755,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Paris Bordone,1500,1571,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Andrew Borell,,,keine Angabe,,,,,,,,,,,,,", Bd. 1, S. 34, 46",
Scipione Caffarelli Borghese,1577,1633,katholisch,,,,,,,,,,,,,", S. 43–46",Sandrart.net:
Bernardino Borlasca,1560,1632,katholisch,,,,,,,,,,,,,", S. 47",Gemeinsame Normdatei (GND):
Heinrich Bormann von Kessel,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"französische Botschafter im Heiligen Römischen Reich, Italien und
               der Eidgenossenschaft",,,,,,,,,,,,,,,,", S. 91–100",
Anne de Bourbon,ca. 1380,1408,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Benjamin Bouwinghausen von Wallmerode,1571,1635,keine Angabe,,,,,,,,,,,,,", S. 52",Gemeinsame Normdatei (GND):
Daniel Bouwinghausen von Wallmerode,,,protestantisch,,,,,,,,,,,,,", § 1116, 1192",Gemeinsame Normdatei (GND):
Nikolaus Bouwinghausen von Wallmerode,1591,1621,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Bouwinghausen von Wallmerode (Adelsfamilie),,,,,,,,,,,,,,,,",",
Maria von Brabant,1226,1256,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Marco Bragadino,ca. 1545,1591,katholisch,,,,,,,,,,,,,", insb. S. 76–133",Gemeinsame Normdatei (GND):
Johann Brambach,,1616,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Anna von Brandenburg,1507,1567,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Barbara Sophie von Brandenburg,1584,1636,protestantisch,,,,,,,,,,,,,", S. 146",Gemeinsame Normdatei (GND):
Beatrix von Brandenburg,,1314,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Dorothea von Brandenburg,1420,1491,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Georg von Brandenburg,1598,1637,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Margarete von Brandenburg,ca. 1450,1489,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ursula von Brandenburg,1488,1510,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hieronymus Brandenburger,,1642,katholisch,,,,,,,,,,,,,", Serie I, Bd. 3, S. 80",Gemeinsame Normdatei (GND):
Esaias von Brandenstein,1567,1623,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Brandt,,1637,katholisch,,,,,,,,,,,,,", S. 337",Gemeinsame Normdatei (GND):
Wolfgang Philipp von Brandt,,1637,protestantisch,,,,,,,,,,,,,", S. 26",Gemeinsame Normdatei (GND):
Johann Alexander Brassicanus,ca. 1500,1539,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johannes Brauneisen,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Braunschweig-Grubenhagen,,ca. 1344,katholisch,,,,,,,,,,,,,,
Agnes II. zu Braunschweig-Lüneburg,,ca. 1434,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Clara Augusta zu Braunschweig-Lüneburg,1632,1700,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth zu Braunschweig-Lüneburg,1593,1650,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich August zu Braunschweig-Lüneburg,1625,1627,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sybilla Ursula zu Braunschweig-Lüneburg,1629,1671,protestantisch,,,,,,,,,,,,,", S. 651 (Jill Bepler)",Gemeinsame Normdatei (GND):
Agnes von Braunschweig,ca. 1201,1267,katholisch,,,,,,,,,,,,,", S. 7",Gemeinsame Normdatei (GND):
Barbara von Breiten-Landenberg,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Peter Breitenacker,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
David Brentel,ca. 1556,1615,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Friedrich Brentel,1580,1651,protestantisch,,,,,,,,,,,,,",",Sandrart.net:
Georg Breuning,,1617,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Margarethe von Brieg,1342,1386,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Paul Bril,zwischen 1553 und 1554,1626,katholisch,,,,,,,,,,,,,,Sandrart.net:
Johann Heinrich Brimsy von Herblingen,,1630,katholisch,,,,,,,,,,,,,", Bd. 2, S. 231, 277–278, 289–290, 308–310, 313,
                     317–320",
Sebastian Briquet,,1624,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann II. von Bronckhorst-Batenburg,1550,1617,katholisch,,,,,,,,,,,,,,
Paul Brückner,1558,1621,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Jan Brueghel der Ältere,1568,1625,katholisch,,,,,,,,,,,,,", S. 269–270",Union List of Artist Names (ULAN):
Kaspar Brusch,1518,1557,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Lucius Iunius Brutus,,,andere,,,,,,,,,,,,,,Sandrart.net:
Johann Israel de Bry,ca. 1570,1611,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 182",Union List of Artist Names (ULAN):
Wilhelm Bühler,,,keine Angabe,,,Wilhelm Pühler,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"von Büring, Fräulein",,,keine Angabe,,,,,,,,,,,,,,
Melchior Büttel,,ca. 1616,keine Angabe,,,,,,,,,,,,,,
Matthäus Buhmeier,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Burchard, Bischof (Eichstätt)",,ca. 1153,katholisch,,,,,,,,,,,,,", S. 78–80",Gemeinsame Normdatei (GND):
Balthasar Burckhart,,,keine Angabe,,,,,,,,,,,,,,
Jacob Burckhart,,1618,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Juliana Burckhart,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Kaspar Burckhart,,1621,keine Angabe,,,,,,,,,,,,,,
Sibylle von Burgau,1557,1627,katholisch,,,,,,,,,,,,,",",Sandrart.net:
Margarethe von Burgund,1374,1441,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Buschmann,ca. 1591,1662,keine Angabe,,,,,,,,,,,,,", S. 104–105",Gemeinsame Normdatei (GND):
Wilhelm Buttler,,,keine Angabe,,,,,,,,,,,,,,
Abraham Bzowski,1567,1637,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Gaius Iulius Caesar,100 v. Chr.,44 v. Chr.,andere,,,,,,,,,,,,,,Sandrart.net:
"Calixt II., Papst",ca. 1060,1124,katholisch,,,,,,,,,,,,,,Sandrart.net:
Jean Calvin,1509,1564,katholisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Ludwig Camerarius,1573,1651,protestantisch,,,,,,,,,,,,,", S. 221–222",Gemeinsame Normdatei (GND):
Philipp Camerarius,1537,1624,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Johannes Campius,,,katholisch,,,,,,,,,,,,,", S. 77",Gemeinsame Normdatei (GND):
Peter Candid,zwischen 1546 und 1550,1628,katholisch,,,,,,,,,,,,,,Sandrart.net:
Johann Carben Keller,,,keine Angabe,,,,,,,,,,,,,,
"Carlo Gaudenzio Madruzzo, Fürstbischof (Trient)",1562,1629,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Don Carlos, Fürst (Asturien)",1545,1568,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Matthias von Carnitz,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Joachim von Carpzow,1585,1628,protestantisch,,,Joachim von Carpezan,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Georg Cassander,zwischen 1515 und 1518,1566,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wolfgang II. zu Castell-Remlingen,1558,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Gottfried zu Castell-Rüdenhausen,1577,1635,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Francesco da Castello,ca. 1540,1621,katholisch,,,,,,,,,,,,,", Bd. 2, S. 423",Union List of Artist Names (ULAN):
Friedrich Castillione,1577,,protestantisch,,,,,,,,,,,,,", Personenregister, s. v. „Castillion, Friedrich
                     von“",Gemeinsame Normdatei (GND):
Salomon de Caus,1576,1626,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Sylvia Cavriani,,1627,katholisch,,,,,,,,,,,,,,
Johann Cellarius,1580,1619,keine Angabe,,,,,,,,,,,,,", S. 418",Gemeinsame Normdatei (GND):
"Ceres, Göttin",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Johann Georg Chanowsky,,,keine Angabe,,,,,,,,,,,,,",",
Alexander Chapman,zwischen 1576 und 1577,1629,protestantisch,,,,,,,,,,,,,",",
"Charles I., Herzog (Aumale)",1555,1631,katholisch,,,,,,,,,,,,,", bes. S. 55–74",Gemeinsame Normdatei (GND):
Pierre Charron,1541,1603,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Martin Chemnitz,1561,1627,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Chlothar I., König (Frankenreich)",zwischen ca. 495 und 508,561,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johannes Cholinus,ca. 1565,1629,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian, Markgraf (Brandenburg-Kulmbach)",1581,1655,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian, Herzog (Braunschweig-Lüneburg)",1566,1633,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian I., Fürst (Anhalt-Bernburg)",1568,1630,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Christian I., Pfalzgraf (Pfalz-Birkenfeld-Bischweiler)",1598,1654,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian II., Fürst (Anhalt-Bernburg)",1599,1656,protestantisch,,,,,,,,,,,,,",",Sandrart.net:
"Christian II., König (Dänemark)",1481,1559,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian III., König (Dänemark)",1503,1559,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Christian IV., König (Dänemark)",1577,1648,protestantisch,,,,,,,,,,,,,,Sandrart.net:
"Christian IX., Graf (Oldenburg-Delmenhorst)",1612,1647,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian Günther I., Graf (Schwarzburg-Sondershausen)",1578,1642,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christian, Graf (Waldeck)",1585,1637,protestantisch,,,,,,,,,,,,,", S. 200",Gemeinsame Normdatei (GND):
Hans Christin,,1637,protestantisch,,,,,,,,,,,,,", S. 172–174",
Georg Christmann,1564,1622,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Christoph von Pappenheim, Bischof (Eichstätt)",1492,1539,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christoph, Herzog (Mecklenburg)",1537,1592,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Christoph I., Markgraf (Baden)",1453,1527,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Christoph I., Markgraf (Baden), Söhne",,,,,,,,,,,,,,,,,
"Christoph I., Markgraf (Baden), Töchter",,,,,,,,,,,,,,,,,
"Christoph I., Herzog (Bayern)",1449,1493,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christoph II., Markgraf (Baden-Rodemachern)",1537,1575,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christoph II., König (Dänemark)",1276,1332,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Christoph III., König (Dänemark)",1416,1448,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Marcus Tullius Cicero,106 v. Chr.,43 v. Chr.,andere,,,,,,,,,,,,,,Sandrart.net:
Cimberius,,,andere,,,"Cimmerius, literarische Gestalt",,,,,,,,,,,
Cimon,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Cipriana, Heilige",,,christlich allgemein,,,,,,,,,,,,,,
Johannes Clajus,1535,1592,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Jakob Claus,,,keine Angabe,,,,,,,,,,,,,,
"Clemens I., Papst",ca. 50,zwischen 97 und 101,katholisch,,,,,,,,,,,,,", S. 183",Sandrart.net:
"Clemens VI., Papst",1292,1352,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Clemens VIII., Papst",1536,1605,katholisch,,,"Klemens VIII., Papst",,,,,,,,,,,Sandrart.net:
Jacques Clément,ca. 1567,1589,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
August Friedrich von Closen,,1635,protestantisch,,,,,,,,,,,,,,
Georg Stephan von Closen,,,protestantisch,,,,,,,,,,,,,",",
Fabrizio Colloredo,1576,zwischen 1645 und 1646,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Concino Concini,1569,1617,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Concordia, Personifikation",,,keine Angabe,,,,,,,,,,,,,,
Georg Conler,,,katholisch,,,,,,,,,,,,,",",
Francesco Contarini,1554,1624,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Cornelia, Heilige",,zwischen 280 und 300,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Cosimo II., Großherzog (Toskana)",1590,1621,katholisch,,,,,,,,,,,,,,Sandrart.net:
Daniel Cramer,1568,1637,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Lucas Cranach d. Ä.,1472,1553,katholisch,,,,,,,,,,,,,,Sandrart.net:
Hugo Cratz von Scharffenstein,,1625,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
von Creu(t)z,,,keine Angabe,,,,,,,,,,,,,,
"Crispina, Heilige",,304,christlich allgemein,,,,,,,,,,,,,", Bd. 1, S. 689–690",Gemeinsame Normdatei (GND):
Julius Caesar Crivelli,ca. 1575,1647,katholisch,,,,,,,,,,,,,", S. 121–122",Gemeinsame Normdatei (GND):
Johann Michael Cronenberg,1568,1635,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Dominicus Custos,ca. 1559,1615,protestantisch,,,,,,,,,,,,,", S. 47, 379",Sandrart.net:
Raphael Custos,ca. 1590,1664,katholisch,,,,,,,,,,,,,",",Union List of Artist Names (ULAN):
"Cyprian, Heiliger",zwischen 210 und 220,258,christlich allgemein,,,,,,,,,,,,,", S. 86",Gemeinsame Normdatei (GND):
Heinrich von Dacheröden,,1631,protestantisch,,,,,,,,,,,,,",",
Johann Christoph von Dachsberg zu Zangberg,,,katholisch,,,,,,,,,,,,,", S. 87",Gemeinsame Normdatei (GND):
Hans Ludwig von Dachsberg,,,protestantisch,,,,,,,,,,,,,",",
Karl von Dachsberg,ca. 1550,1621,protestantisch,,,,,,,,,,,,,", S. 174",
Caspar Dämpflin,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christina von Dänemark,1521,1590,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Dorothea von Dänemark,1528,1575,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von Dänemark,1524,1586,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ingeborg von Dänemark,1347,ca. 1370,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Margarethe von Dänemark,ca. 1305,1340,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Dagan, Gottheit",,,keine Angabe,,,,,,,,,,,,,", S. 303",Gemeinsame Normdatei (GND):
Dagobert I. (Frankenreich),zwischen ca. 605 und 610,zwischen ca. 638 und 639,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Damiana, Heilige",,ca. 300,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Joachim von Damitz,,,protestantisch,,,,,,,,,,,,,",",
"Daniel, Prophet",,,andere,,,,,,,,,,,,,", S. 308–313",Sandrart.net:
Hans Friedrich Dantzer,,,protestantisch,,,,,,,,,,,,,", S. 411",
"Danubius, Gott",,,keine Angabe,,,,,,,,,,,,,", Bd. 1, Sp. 954",Sandrart.net:
"Dareios I., Großkönig (Altpersisches Reich)",ca. 550 v. Chr.,486 v. Chr.,andere,,,,,,,,,,,,,", S. 314–317",Sandrart.net:
"Dathan, biblische Person",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Didier D’Attel,ca. 1574,1637,katholisch,,,,,,,,,,,,,,
Emich von Daun-Falkenstein,,1628,keine Angabe,,,,,,,,,,,,,,
Sebastian von Daun-Falkenstein,,1619,keine Angabe,,,,,,,,,,,,,,
Philipp Franz von Daun-Oberstein,1559,1624,keine Angabe,,,,,,,,,,,,,,
"David, König (Israel)",,,andere,,,,,,,,,,,,,", S. 316–317",Sandrart.net:
